asv	seqround	sample	count
3b0162fc697875a2d2ab86c17d506a7e	asv_table.plate1	FD571	24
5366f72a946c9c78ea4b915adab7a576	asv_table.plate1	228	63
5366f72a946c9c78ea4b915adab7a576	asv_table.plate1	FD212	346
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	228	39
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	518	67
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	529	30
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	560	43
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	FD200	42
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	FD519	23
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	FD560	26
5f90e892e6caff983c43ca9df97b33f5	asv_table.plate1	FD571	60
6844b3e69ee08a1598c4d400da6552f6	asv_table.plate1	202	28
6844b3e69ee08a1598c4d400da6552f6	asv_table.plate1	529	32
6844b3e69ee08a1598c4d400da6552f6	asv_table.plate1	FD212	7
ff75761682c03c6b7c1b99de6b5af0ad	asv_table.plate1	202	5
ff75761682c03c6b7c1b99de6b5af0ad	asv_table.plate1	neg3	3
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	228	78
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	518	59
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	529	29
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	560	37
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	FD200	28
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	FD519	40
a3bf3f90b549e13606157d81b81047d6	asv_table.plate1	FD571	47
3785d9be8646ce90e6078a095bfb05bd	asv_table.plate1	202	159
3785d9be8646ce90e6078a095bfb05bd	asv_table.plate1	FD200	145
3785d9be8646ce90e6078a095bfb05bd	asv_table.plate1	FD571	138
bdaf4ef30c6d3377115ed88729319cfb	asv_table.plate1	202	27
bdaf4ef30c6d3377115ed88729319cfb	asv_table.plate1	228	30
9047ae6b07cd50a0267050637c5356d5	asv_table.plate1	202	3
9047ae6b07cd50a0267050637c5356d5	asv_table.plate1	529	16
9047ae6b07cd50a0267050637c5356d5	asv_table.plate1	560	46
9047ae6b07cd50a0267050637c5356d5	asv_table.plate1	FD560	680
2d60c832072fb56b25d606c0c0666b72	asv_table.plate1	neg3	261
938525e21b83ebe823c19f842e50c0fc	asv_table.plate1	202	17
938525e21b83ebe823c19f842e50c0fc	asv_table.plate1	529	7
961a786f065670d58a4a6986168145cc	asv_table.plate1	518	68
961a786f065670d58a4a6986168145cc	asv_table.plate1	FD519	333
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	228	14
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	518	7
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	529	101
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	560	12
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	FD519	10
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	FD560	5
1a2301b09e74c9f6d98058743770d550	asv_table.plate1	FD571	7
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	202	13
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	228	17
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	518	24
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	560	6
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	FD200	15
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	FD212	33
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	FD519	10
bdad7ecb1343d541655345a1948a3290	asv_table.plate1	FD560	3
3ad66f2cec7b17a8dd6001fa2eb4891c	asv_table.plate1	228	14
3ad66f2cec7b17a8dd6001fa2eb4891c	asv_table.plate1	560	5
3ad66f2cec7b17a8dd6001fa2eb4891c	asv_table.plate1	FD212	6
3ad66f2cec7b17a8dd6001fa2eb4891c	asv_table.plate1	FD519	19
3ad66f2cec7b17a8dd6001fa2eb4891c	asv_table.plate1	FD571	13
3ad66f2cec7b17a8dd6001fa2eb4891c	asv_table.plate1	neg1	4
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	202	140
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	228	15
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	518	21
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	560	16
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	FD200	76
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	FD212	17
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	FD519	15
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	FD560	4
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	FD571	76
090df3e9c88b12e0847bc10e9b726998	asv_table.plate1	neg2	8
1e1aa384995b624c2974fc354bdbf6f9	asv_table.plate1	529	108
1e1aa384995b624c2974fc354bdbf6f9	asv_table.plate1	FD212	15
1e1aa384995b624c2974fc354bdbf6f9	asv_table.plate1	FD571	72
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	202	38
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	228	10
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	518	11
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	529	15
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	560	37
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	FD200	18
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	FD212	6
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	FD519	28
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	FD560	5
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	FD571	4
b619d42ba109ab5c213b52df9300eb88	asv_table.plate1	neg2	4
76a201e20c0097bb444c8f0500bf9027	asv_table.plate1	518	104
76a201e20c0097bb444c8f0500bf9027	asv_table.plate1	FD519	257
4df8473b0be4ef1e59f0b0709c586919	asv_table.plate1	560	7
299eabb681d426372147e803249843a7	asv_table.plate1	202	39
299eabb681d426372147e803249843a7	asv_table.plate1	228	30
299eabb681d426372147e803249843a7	asv_table.plate1	518	20
299eabb681d426372147e803249843a7	asv_table.plate1	529	100
299eabb681d426372147e803249843a7	asv_table.plate1	FD200	29
299eabb681d426372147e803249843a7	asv_table.plate1	FD212	30
299eabb681d426372147e803249843a7	asv_table.plate1	FD571	131
ad879efedeae1d891adbb1fd5371a2dd	asv_table.plate1	202	15
ad879efedeae1d891adbb1fd5371a2dd	asv_table.plate1	518	30
ad879efedeae1d891adbb1fd5371a2dd	asv_table.plate1	529	19
ad879efedeae1d891adbb1fd5371a2dd	asv_table.plate1	560	24
ad879efedeae1d891adbb1fd5371a2dd	asv_table.plate1	FD200	43
ad879efedeae1d891adbb1fd5371a2dd	asv_table.plate1	FD560	7
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	202	16
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	228	4
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	518	19
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	529	19
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	560	35
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	FD200	64
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	FD212	28
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	FD519	10
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	FD560	23
b3cfec59ccccc136976b615010f27c82	asv_table.plate1	FD571	21
ae80c3a861c15b12e1646735eb439755	asv_table.plate1	228	6
ae80c3a861c15b12e1646735eb439755	asv_table.plate1	FD571	72
cc6e0b31da8135ac8b1efd1c86a616df	asv_table.plate1	228	91
cc6e0b31da8135ac8b1efd1c86a616df	asv_table.plate1	FD212	432
022edcbbe7b2f71dbb7eb56a45b27421	asv_table.plate1	518	203
022edcbbe7b2f71dbb7eb56a45b27421	asv_table.plate1	FD519	224
7331bbc79202217f75be6274a7c85955	asv_table.plate1	202	27
7331bbc79202217f75be6274a7c85955	asv_table.plate1	228	15
7331bbc79202217f75be6274a7c85955	asv_table.plate1	560	11
7331bbc79202217f75be6274a7c85955	asv_table.plate1	FD200	27
7331bbc79202217f75be6274a7c85955	asv_table.plate1	FD212	10
7331bbc79202217f75be6274a7c85955	asv_table.plate1	FD560	3
7331bbc79202217f75be6274a7c85955	asv_table.plate1	FD571	25
77363960344dcd57c73fdb9667228475	asv_table.plate1	202	30
77363960344dcd57c73fdb9667228475	asv_table.plate1	FD200	44
47988ab5482a61eb3d0919a0f259c3de	asv_table.plate1	518	214
47988ab5482a61eb3d0919a0f259c3de	asv_table.plate1	560	37
47988ab5482a61eb3d0919a0f259c3de	asv_table.plate1	FD519	62
47988ab5482a61eb3d0919a0f259c3de	asv_table.plate1	FD560	50
3d9164307600daf305572d7cf01f31db	asv_table.plate1	202	67
3d9164307600daf305572d7cf01f31db	asv_table.plate1	FD200	128
f8e91b9c3e053739a2d7a6c9824e6653	asv_table.plate1	529	31
42c2968a2ec42976ee851086bc91ecfb	asv_table.plate1	202	25
42c2968a2ec42976ee851086bc91ecfb	asv_table.plate1	228	2
42c2968a2ec42976ee851086bc91ecfb	asv_table.plate1	529	4
42c2968a2ec42976ee851086bc91ecfb	asv_table.plate1	FD212	18
42c2968a2ec42976ee851086bc91ecfb	asv_table.plate1	FD519	196
42c2968a2ec42976ee851086bc91ecfb	asv_table.plate1	FD560	16
dbfb078252210034905040c4ee9ece51	asv_table.plate1	560	633
dbfb078252210034905040c4ee9ece51	asv_table.plate1	FD560	421
dbfb078252210034905040c4ee9ece51	asv_table.plate1	neg2	11
0d83ff0590039c9ddf81139d0e9cb06d	asv_table.plate1	neg2	1848
08e91014e3d9c1c1329d013f141cd5bd	asv_table.plate1	202	5
405acd620fbc54c4fa9cb64de8418196	asv_table.plate1	202	7
405acd620fbc54c4fa9cb64de8418196	asv_table.plate1	518	9
405acd620fbc54c4fa9cb64de8418196	asv_table.plate1	560	6
405acd620fbc54c4fa9cb64de8418196	asv_table.plate1	FD200	106
405acd620fbc54c4fa9cb64de8418196	asv_table.plate1	FD519	7
405acd620fbc54c4fa9cb64de8418196	asv_table.plate1	FD571	26
8ba0f6141a84a273dadc616f2bf0c66a	asv_table.plate1	518	12
8c875eaf1b53e5ad07403a95f8de5c22	asv_table.plate1	529	36
8c875eaf1b53e5ad07403a95f8de5c22	asv_table.plate1	560	17
8c875eaf1b53e5ad07403a95f8de5c22	asv_table.plate1	FD200	22
8c875eaf1b53e5ad07403a95f8de5c22	asv_table.plate1	FD560	6
8c875eaf1b53e5ad07403a95f8de5c22	asv_table.plate1	FD571	63
0771a306d6c1f028c84a3596cfbc336e	asv_table.plate1	202	16
0771a306d6c1f028c84a3596cfbc336e	asv_table.plate1	518	9
0771a306d6c1f028c84a3596cfbc336e	asv_table.plate1	529	29
0771a306d6c1f028c84a3596cfbc336e	asv_table.plate1	FD571	46
98c4afdcc0445d83adb8d82c9065ead7	asv_table.plate1	529	137
98c4afdcc0445d83adb8d82c9065ead7	asv_table.plate1	FD200	120
413c3ae44f05ae8a119d31256dd8cbed	asv_table.plate1	neg2	421
5859efabe044b513d29a3e998263800d	asv_table.plate1	560	8
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	202	10
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	228	13
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	518	15
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	529	5
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	560	5
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	FD200	29
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	FD212	9
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	FD519	33
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	FD560	6
8cc8353821b105fb78ee3629e85eac4c	asv_table.plate1	neg2	3
b894566f16d2553cfd2c78ac2a73ba43	asv_table.plate1	228	15
b894566f16d2553cfd2c78ac2a73ba43	asv_table.plate1	560	6
b894566f16d2553cfd2c78ac2a73ba43	asv_table.plate1	FD212	14
b894566f16d2553cfd2c78ac2a73ba43	asv_table.plate1	FD519	22
b894566f16d2553cfd2c78ac2a73ba43	asv_table.plate1	FD560	16
b894566f16d2553cfd2c78ac2a73ba43	asv_table.plate1	neg3	3
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	202	11
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	228	15
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	518	10
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	529	12
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	560	6
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	FD200	28
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	FD519	9
b9b4a1c8e1336b8dfb9e25ee23e69e67	asv_table.plate1	FD571	100
56ad2f09ad9ecb1fac3c63c56f274148	asv_table.plate1	202	29
56ad2f09ad9ecb1fac3c63c56f274148	asv_table.plate1	228	3
56ad2f09ad9ecb1fac3c63c56f274148	asv_table.plate1	518	8
56ad2f09ad9ecb1fac3c63c56f274148	asv_table.plate1	529	6
56ad2f09ad9ecb1fac3c63c56f274148	asv_table.plate1	FD200	12
56ad2f09ad9ecb1fac3c63c56f274148	asv_table.plate1	FD571	25
6e6e76bdd482845b7b030d91de6bfa26	asv_table.plate1	202	95
6e6e76bdd482845b7b030d91de6bfa26	asv_table.plate1	FD200	777
6e6e76bdd482845b7b030d91de6bfa26	asv_table.plate1	FD212	100
6064e2a1895bfb967cfa0a4abe8c6cfc	asv_table.plate1	560	6
ed69742058e3bac4c3a85fc0a21ed285	asv_table.plate1	228	50
ed69742058e3bac4c3a85fc0a21ed285	asv_table.plate1	FD212	44
ec6304639b426c0c95e089f16fe738ef	asv_table.plate1	560	6
12af6cbce9fa88ee090e7eb98933e9f5	asv_table.plate1	228	17
12af6cbce9fa88ee090e7eb98933e9f5	asv_table.plate1	529	18
12af6cbce9fa88ee090e7eb98933e9f5	asv_table.plate1	FD200	34
12af6cbce9fa88ee090e7eb98933e9f5	asv_table.plate1	FD571	19
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	228	112
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	518	23
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	529	15
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	560	43
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	FD212	51
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	FD519	59
3448341097cff34f498ef18acc3caa8e	asv_table.plate1	FD560	68
c69c469e2cfcc60c0beea49a1bfe578e	asv_table.plate1	529	49
c69c469e2cfcc60c0beea49a1bfe578e	asv_table.plate1	FD200	44
c69c469e2cfcc60c0beea49a1bfe578e	asv_table.plate1	FD212	15
c69c469e2cfcc60c0beea49a1bfe578e	asv_table.plate1	FD571	19
8c148b8314528f144d1d928941aa5a0a	asv_table.plate1	529	23
8c148b8314528f144d1d928941aa5a0a	asv_table.plate1	FD200	32
111a9045dd414d77d47ea3e24a82bbf3	asv_table.plate1	FD212	11
aa97bec01807e86a134c42876f1fd30a	asv_table.plate1	neg3	1697
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	202	24
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	228	11
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	518	6
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	529	11
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	560	28
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	FD200	33
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	FD212	6
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	FD560	44
2e69c6ed7948f52a2c06e396d4d3d94d	asv_table.plate1	FD571	8
9abf0abcc8d5be6233b2e9ac68a4b289	asv_table.plate1	560	11
fbd73f26463b3e5e28e2d115982dfbcc	asv_table.plate1	202	10
fbd73f26463b3e5e28e2d115982dfbcc	asv_table.plate1	228	36
fbd73f26463b3e5e28e2d115982dfbcc	asv_table.plate1	560	5
fbd73f26463b3e5e28e2d115982dfbcc	asv_table.plate1	FD200	15
fbd73f26463b3e5e28e2d115982dfbcc	asv_table.plate1	FD571	37
87764877a6870641dfe67816df653033	asv_table.plate1	228	26
8e6f28289afd501a509b1515cc1c3d2d	asv_table.plate1	202	88
8e6f28289afd501a509b1515cc1c3d2d	asv_table.plate1	FD200	71
8e6f28289afd501a509b1515cc1c3d2d	asv_table.plate1	FD212	26
8e6f28289afd501a509b1515cc1c3d2d	asv_table.plate1	FD519	42
8e6f28289afd501a509b1515cc1c3d2d	asv_table.plate1	FD571	224
6f723bb42d30af5a03fab9d7e31740e9	asv_table.plate1	228	53
6f723bb42d30af5a03fab9d7e31740e9	asv_table.plate1	FD212	41
371043d6ecfc03ecac1358a064c9dd78	asv_table.plate1	202	27
371043d6ecfc03ecac1358a064c9dd78	asv_table.plate1	518	38
371043d6ecfc03ecac1358a064c9dd78	asv_table.plate1	FD200	28
371043d6ecfc03ecac1358a064c9dd78	asv_table.plate1	FD519	19
371043d6ecfc03ecac1358a064c9dd78	asv_table.plate1	FD571	19
371043d6ecfc03ecac1358a064c9dd78	asv_table.plate1	neg3	7
e2f6a531bc64c892b56a06d2aed991f7	asv_table.plate1	FD200	101
667043442287199f10b54b6c46435539	asv_table.plate1	202	31
667043442287199f10b54b6c46435539	asv_table.plate1	518	23
667043442287199f10b54b6c46435539	asv_table.plate1	FD200	62
667043442287199f10b54b6c46435539	asv_table.plate1	FD212	42
667043442287199f10b54b6c46435539	asv_table.plate1	FD560	11
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	202	8
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	228	4
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	518	2
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	529	7
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	560	7
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	FD200	6
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	FD212	31
8fe1a7f717597a8ce48eb9c0835e300c	asv_table.plate1	FD560	9
bfb60a32c59be765cc6ff835f8e144d4	asv_table.plate1	FD200	64
bfb60a32c59be765cc6ff835f8e144d4	asv_table.plate1	FD571	70
cf7adcb30b4c6fb3d0235289299f94ec	asv_table.plate1	529	224
cf7adcb30b4c6fb3d0235289299f94ec	asv_table.plate1	FD519	51
3c037d46deed58768eff663554dad2c9	asv_table.plate1	202	12
b4781c7e3611fe2332b8ddf9f2419e61	asv_table.plate1	228	39
b4781c7e3611fe2332b8ddf9f2419e61	asv_table.plate1	518	52
b4781c7e3611fe2332b8ddf9f2419e61	asv_table.plate1	560	17
b4781c7e3611fe2332b8ddf9f2419e61	asv_table.plate1	FD212	95
b4781c7e3611fe2332b8ddf9f2419e61	asv_table.plate1	FD560	23
a2b0d2dd5339e9ce0df5bfd05cda9f7f	asv_table.plate1	FD519	55
a2b0d2dd5339e9ce0df5bfd05cda9f7f	asv_table.plate1	FD571	74
3b836b20d0ef709b71166635669fd0ab	asv_table.plate1	202	79
3b836b20d0ef709b71166635669fd0ab	asv_table.plate1	FD200	103
3b836b20d0ef709b71166635669fd0ab	asv_table.plate1	FD212	2
3b836b20d0ef709b71166635669fd0ab	asv_table.plate1	FD560	15
0051213008a5ab7c508edad8a4d074ac	asv_table.plate1	202	27
ea50443792e94934557af997bd6f0693	asv_table.plate1	228	14
33429859686fd6de8e4f2dad5c53c241	asv_table.plate1	202	72
33429859686fd6de8e4f2dad5c53c241	asv_table.plate1	560	15
33429859686fd6de8e4f2dad5c53c241	asv_table.plate1	FD200	33
33429859686fd6de8e4f2dad5c53c241	asv_table.plate1	FD560	7
33429859686fd6de8e4f2dad5c53c241	asv_table.plate1	FD571	21
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	202	21
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	228	32
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	518	18
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	560	19
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	FD200	148
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	FD212	21
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	FD560	50
43aa957ba194087fa83699a10fcd9132	asv_table.plate1	FD571	52
c5ab5b2fed6473c4de1d280ad0e73969	asv_table.plate1	202	141
c5ab5b2fed6473c4de1d280ad0e73969	asv_table.plate1	FD200	15
aa748a75ab20540b705b52a38ab3d300	asv_table.plate1	202	81
aa748a75ab20540b705b52a38ab3d300	asv_table.plate1	FD571	52
c61bc680966e8d7a07d83df1b2f4c5b8	asv_table.plate1	518	61
c61bc680966e8d7a07d83df1b2f4c5b8	asv_table.plate1	529	57
c61bc680966e8d7a07d83df1b2f4c5b8	asv_table.plate1	FD519	135
3ed6efff2bd4748a7eaa0d0a51c2b291	asv_table.plate1	202	16
3ed6efff2bd4748a7eaa0d0a51c2b291	asv_table.plate1	228	19
3ed6efff2bd4748a7eaa0d0a51c2b291	asv_table.plate1	518	42
3ed6efff2bd4748a7eaa0d0a51c2b291	asv_table.plate1	FD200	31
3ed6efff2bd4748a7eaa0d0a51c2b291	asv_table.plate1	FD519	46
3ed6efff2bd4748a7eaa0d0a51c2b291	asv_table.plate1	FD571	36
2ad56a448d70ee95c9d77ca5416f2ceb	asv_table.plate1	560	7
bf8f1684db58b6b84995087c0b19b271	asv_table.plate1	202	19
bf8f1684db58b6b84995087c0b19b271	asv_table.plate1	518	35
bf8f1684db58b6b84995087c0b19b271	asv_table.plate1	560	20
bf8f1684db58b6b84995087c0b19b271	asv_table.plate1	FD212	25
bf8f1684db58b6b84995087c0b19b271	asv_table.plate1	FD571	31
95095ee558cb17c21a453e15bfe67345	asv_table.plate1	228	50
95095ee558cb17c21a453e15bfe67345	asv_table.plate1	FD212	70
e2ddefb5302bf3fb5f2fbd43df93ca4f	asv_table.plate1	228	17
e2ddefb5302bf3fb5f2fbd43df93ca4f	asv_table.plate1	FD212	51
79e4f6f961ae15b3e2b8f7e1d606a35c	asv_table.plate1	202	1223
9143d31246813e297ca5fc2f32f332b3	asv_table.plate1	228	13
9143d31246813e297ca5fc2f32f332b3	asv_table.plate1	FD212	13
60489f73780d039290001abb9a6d7ab8	asv_table.plate1	518	158
bff54ff7656448b48200904f42e7a59f	asv_table.plate1	202	22
bff54ff7656448b48200904f42e7a59f	asv_table.plate1	518	6
bff54ff7656448b48200904f42e7a59f	asv_table.plate1	529	29
bff54ff7656448b48200904f42e7a59f	asv_table.plate1	560	15
bff54ff7656448b48200904f42e7a59f	asv_table.plate1	FD200	27
bff54ff7656448b48200904f42e7a59f	asv_table.plate1	FD560	12
91391c9584ad869baf3f59776bef9b26	asv_table.plate1	FD212	19
b39666c9b7b89120019923fca3555843	asv_table.plate1	518	28
b39666c9b7b89120019923fca3555843	asv_table.plate1	529	20
b39666c9b7b89120019923fca3555843	asv_table.plate1	560	31
b39666c9b7b89120019923fca3555843	asv_table.plate1	FD519	18
b39666c9b7b89120019923fca3555843	asv_table.plate1	FD560	10
73d84f7a1dc1221f426d7011148dcf33	asv_table.plate1	228	5
73d84f7a1dc1221f426d7011148dcf33	asv_table.plate1	529	23
73d84f7a1dc1221f426d7011148dcf33	asv_table.plate1	FD200	73
73d84f7a1dc1221f426d7011148dcf33	asv_table.plate1	FD212	5
c1ca66380792113df760e23974e450f8	asv_table.plate1	560	6
c1ca66380792113df760e23974e450f8	asv_table.plate1	FD200	6
c1ca66380792113df760e23974e450f8	asv_table.plate1	FD560	21
c1ca66380792113df760e23974e450f8	asv_table.plate1	neg3	5
d7297b32c7ddd63b04b336e308f4b91d	asv_table.plate1	202	31
d7297b32c7ddd63b04b336e308f4b91d	asv_table.plate1	518	3
d7297b32c7ddd63b04b336e308f4b91d	asv_table.plate1	529	12
d7297b32c7ddd63b04b336e308f4b91d	asv_table.plate1	560	14
d7297b32c7ddd63b04b336e308f4b91d	asv_table.plate1	FD200	13
d7297b32c7ddd63b04b336e308f4b91d	asv_table.plate1	FD560	8
39f3cfa2c873fa7879e7321c19c7a82d	asv_table.plate1	560	10
39f3cfa2c873fa7879e7321c19c7a82d	asv_table.plate1	FD560	7
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	202	5
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	228	23
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	518	21
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	529	14
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	560	23
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	FD200	31
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	FD212	7
5b2e1d3071811121286288ee17817ea5	asv_table.plate1	FD560	11
07d6098878b38771be900a15269acf09	asv_table.plate1	202	28
07d6098878b38771be900a15269acf09	asv_table.plate1	228	32
07d6098878b38771be900a15269acf09	asv_table.plate1	518	41
07d6098878b38771be900a15269acf09	asv_table.plate1	FD200	51
07d6098878b38771be900a15269acf09	asv_table.plate1	FD212	58
07d6098878b38771be900a15269acf09	asv_table.plate1	FD519	34
07d6098878b38771be900a15269acf09	asv_table.plate1	FD571	13
8f7126039a8a617af18073610e840776	asv_table.plate1	560	7
046d41e24af35eadc2d53c203703762d	asv_table.plate1	529	3
046d41e24af35eadc2d53c203703762d	asv_table.plate1	560	9
046d41e24af35eadc2d53c203703762d	asv_table.plate1	FD560	12
046d41e24af35eadc2d53c203703762d	asv_table.plate1	FD571	72
abf065cd83b6d29203e3ea7b3b6a8bca	asv_table.plate1	228	57
abf065cd83b6d29203e3ea7b3b6a8bca	asv_table.plate1	518	17
abf065cd83b6d29203e3ea7b3b6a8bca	asv_table.plate1	FD200	155
abf065cd83b6d29203e3ea7b3b6a8bca	asv_table.plate1	FD212	77
abf065cd83b6d29203e3ea7b3b6a8bca	asv_table.plate1	FD519	6
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	202	142
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	228	20
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	560	12
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	FD200	29
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	FD212	80
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	FD560	38
3e2c1845b1823765ae3386c195a44be3	asv_table.plate1	FD571	18
6473ff838fb4dc75b4cf72343b508c7a	asv_table.plate1	202	74
6473ff838fb4dc75b4cf72343b508c7a	asv_table.plate1	228	28
6473ff838fb4dc75b4cf72343b508c7a	asv_table.plate1	FD200	50
6473ff838fb4dc75b4cf72343b508c7a	asv_table.plate1	FD212	6
6473ff838fb4dc75b4cf72343b508c7a	asv_table.plate1	FD571	115
7dc9bbb87f75efd0c509ca61073283c4	asv_table.plate1	202	5
7dc9bbb87f75efd0c509ca61073283c4	asv_table.plate1	228	15
7dc9bbb87f75efd0c509ca61073283c4	asv_table.plate1	FD200	7
7dc9bbb87f75efd0c509ca61073283c4	asv_table.plate1	FD571	9
41442261c658092c539f308a98c6966c	asv_table.plate1	518	30
1d08635be6a187823b2e240f15614500	asv_table.plate1	202	16
1d08635be6a187823b2e240f15614500	asv_table.plate1	228	3
1d08635be6a187823b2e240f15614500	asv_table.plate1	529	10
