asv	seqround	sample	count
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	202	4
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	228	675
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	529	94
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	560	15237
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	FD212	2831
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	FD519	5760
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	FD560	3784
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	FD571	4
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	neg1	83
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	neg2	13
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	neg3	23
ed655f715e616f0f6c3883a1ab9d53e6	asv_table.plate1	neg4	84
3a66f1e79260bea0250675a886735b63	asv_table.plate1	202	3142
3a66f1e79260bea0250675a886735b63	asv_table.plate1	228	1353
3a66f1e79260bea0250675a886735b63	asv_table.plate1	518	231
3a66f1e79260bea0250675a886735b63	asv_table.plate1	529	2950
3a66f1e79260bea0250675a886735b63	asv_table.plate1	560	3785
3a66f1e79260bea0250675a886735b63	asv_table.plate1	FD200	3272
3a66f1e79260bea0250675a886735b63	asv_table.plate1	FD212	3388
3a66f1e79260bea0250675a886735b63	asv_table.plate1	FD519	228
3a66f1e79260bea0250675a886735b63	asv_table.plate1	FD560	5271
3a66f1e79260bea0250675a886735b63	asv_table.plate1	FD571	4788
3a66f1e79260bea0250675a886735b63	asv_table.plate1	neg1	20
3a66f1e79260bea0250675a886735b63	asv_table.plate1	neg2	104
3a66f1e79260bea0250675a886735b63	asv_table.plate1	neg3	23
3a66f1e79260bea0250675a886735b63	asv_table.plate1	neg4	33
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	202	14604
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	228	1402
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	518	576
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	529	2996
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	560	121
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	FD200	12843
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	FD212	2017
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	FD519	1682
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	FD560	105
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	FD571	25510
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	neg1	33
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	neg2	37
b00aeb86b9db2934529ffb7ce8b7a356	asv_table.plate1	neg3	36
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	202	406
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	228	1858
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	518	1313
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	529	63
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	FD200	685
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	FD212	64
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	FD571	6
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	neg1	64
3fe959b647535d3a89cbce4d757706a2	asv_table.plate1	neg4	3
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	202	2635
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	228	958
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	518	2167
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	529	699
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	560	4265
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	FD200	1853
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	FD212	3091
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	FD519	132
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	FD560	3202
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	FD571	5
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	neg1	25
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	neg2	35
41acae7fa262ec457a40e3de3ff3d4ea	asv_table.plate1	neg3	254
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	202	412
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	228	1062
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	518	1360
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	529	650
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	560	2086
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	FD200	2887
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	FD212	847
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	FD519	7871
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	FD560	1984
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	FD571	16243
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	neg1	24
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	neg2	73
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	neg3	22
d8f620361a534bbf300f78a4e31a656b	asv_table.plate1	neg4	10
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	202	6511
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	228	2261
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	518	594
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	529	18029
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	560	1553
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	FD200	12824
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	FD212	594
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	FD519	5476
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	FD560	1024
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	FD571	720
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	neg1	6
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	neg2	133
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	neg3	100
86c06d1b24f35dfd473d4ce51d6d089a	asv_table.plate1	neg4	21
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	202	7672
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	228	1318
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	518	775
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	529	1258
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	560	273
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	FD200	3016
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	FD212	8467
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	FD519	464
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	FD560	6986
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	FD571	3304
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	neg1	29
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	neg2	101
d0fbaa8217768e12f6ab7a49f6f6a13b	asv_table.plate1	neg4	12
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	202	7712
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	228	905
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	518	782
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	560	4813
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	FD212	3920
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	FD519	9
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	FD560	9609
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	neg1	44
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	neg2	24
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	neg3	18
33c6ada89d66283a8e8baf7f308b8efb	asv_table.plate1	neg4	48
8a9038924096efb62b932435001d3cef	asv_table.plate1	202	33
8a9038924096efb62b932435001d3cef	asv_table.plate1	518	3443
8a9038924096efb62b932435001d3cef	asv_table.plate1	529	15740
8a9038924096efb62b932435001d3cef	asv_table.plate1	560	930
8a9038924096efb62b932435001d3cef	asv_table.plate1	FD519	510
8a9038924096efb62b932435001d3cef	asv_table.plate1	FD560	452
8a9038924096efb62b932435001d3cef	asv_table.plate1	neg1	13
8a9038924096efb62b932435001d3cef	asv_table.plate1	neg2	184
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	202	1356
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	228	597
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	518	3273
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	529	1813
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	560	4109
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	FD200	670
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	FD212	472
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	FD519	2214
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	FD560	3192
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	FD571	2353
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	neg1	13
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	neg2	62
f7f96291faf904abb3e9aa1ecdcef48b	asv_table.plate1	neg4	14
47e9460bf281f462075b7048391301de	asv_table.plate1	202	3747
47e9460bf281f462075b7048391301de	asv_table.plate1	228	3441
47e9460bf281f462075b7048391301de	asv_table.plate1	518	2362
47e9460bf281f462075b7048391301de	asv_table.plate1	529	38
47e9460bf281f462075b7048391301de	asv_table.plate1	560	1271
47e9460bf281f462075b7048391301de	asv_table.plate1	FD200	466
47e9460bf281f462075b7048391301de	asv_table.plate1	FD212	1897
47e9460bf281f462075b7048391301de	asv_table.plate1	FD519	1501
47e9460bf281f462075b7048391301de	asv_table.plate1	FD560	814
47e9460bf281f462075b7048391301de	asv_table.plate1	FD571	87
47e9460bf281f462075b7048391301de	asv_table.plate1	neg1	11
47e9460bf281f462075b7048391301de	asv_table.plate1	neg2	63
47e9460bf281f462075b7048391301de	asv_table.plate1	neg3	32
47e9460bf281f462075b7048391301de	asv_table.plate1	neg4	13
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	202	579
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	228	5666
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	518	1258
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	529	2891
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	560	2428
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	FD200	3495
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	FD212	4343
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	FD560	7872
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	neg1	3
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	neg3	22
82370fc9d36056e285ea4c35baed2d26	asv_table.plate1	neg4	12
a43deeb6277903818788a6da917dbe83	asv_table.plate1	202	572
a43deeb6277903818788a6da917dbe83	asv_table.plate1	228	1389
a43deeb6277903818788a6da917dbe83	asv_table.plate1	518	373
a43deeb6277903818788a6da917dbe83	asv_table.plate1	529	303
a43deeb6277903818788a6da917dbe83	asv_table.plate1	560	507
a43deeb6277903818788a6da917dbe83	asv_table.plate1	FD200	574
a43deeb6277903818788a6da917dbe83	asv_table.plate1	FD212	1337
a43deeb6277903818788a6da917dbe83	asv_table.plate1	FD519	1586
a43deeb6277903818788a6da917dbe83	asv_table.plate1	FD560	305
a43deeb6277903818788a6da917dbe83	asv_table.plate1	FD571	544
a43deeb6277903818788a6da917dbe83	asv_table.plate1	neg1	5
a43deeb6277903818788a6da917dbe83	asv_table.plate1	neg2	20
a43deeb6277903818788a6da917dbe83	asv_table.plate1	neg3	35
a43deeb6277903818788a6da917dbe83	asv_table.plate1	neg4	20
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	202	500
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	228	1375
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	518	169
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	FD200	779
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	FD212	730
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	FD519	192
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	FD571	1427
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	neg1	34
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	neg3	20
84b0bedb9deee4c7f2d1b41278bdcbf1	asv_table.plate1	neg4	21
8667c6ba401517acc64249afb87c075c	asv_table.plate1	202	722
8667c6ba401517acc64249afb87c075c	asv_table.plate1	228	52
8667c6ba401517acc64249afb87c075c	asv_table.plate1	518	403
8667c6ba401517acc64249afb87c075c	asv_table.plate1	529	220
8667c6ba401517acc64249afb87c075c	asv_table.plate1	560	1718
8667c6ba401517acc64249afb87c075c	asv_table.plate1	FD200	2774
8667c6ba401517acc64249afb87c075c	asv_table.plate1	FD212	34
8667c6ba401517acc64249afb87c075c	asv_table.plate1	FD519	1676
8667c6ba401517acc64249afb87c075c	asv_table.plate1	FD560	1339
8667c6ba401517acc64249afb87c075c	asv_table.plate1	neg1	20
8667c6ba401517acc64249afb87c075c	asv_table.plate1	neg2	20
8667c6ba401517acc64249afb87c075c	asv_table.plate1	neg3	5
8667c6ba401517acc64249afb87c075c	asv_table.plate1	neg4	13
f81006af03e5c65f4b472b07d264407e	asv_table.plate1	202	9279
f81006af03e5c65f4b472b07d264407e	asv_table.plate1	228	57
f81006af03e5c65f4b472b07d264407e	asv_table.plate1	529	550
f81006af03e5c65f4b472b07d264407e	asv_table.plate1	FD200	13259
9655a209e06cebcad6860334dbe28328	asv_table.plate1	228	147
9655a209e06cebcad6860334dbe28328	asv_table.plate1	518	1558
9655a209e06cebcad6860334dbe28328	asv_table.plate1	529	1448
9655a209e06cebcad6860334dbe28328	asv_table.plate1	560	2661
9655a209e06cebcad6860334dbe28328	asv_table.plate1	FD212	192
9655a209e06cebcad6860334dbe28328	asv_table.plate1	FD519	1528
9655a209e06cebcad6860334dbe28328	asv_table.plate1	FD560	2644
9655a209e06cebcad6860334dbe28328	asv_table.plate1	FD571	621
9655a209e06cebcad6860334dbe28328	asv_table.plate1	neg2	62
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	202	10
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	228	4760
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	518	13815
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	529	647
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	560	1344
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	FD200	5
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	FD212	392
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	FD519	3365
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	FD560	1626
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	neg1	11
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	neg2	22
6dd9ceffbcf3693f871b6b124805a70d	asv_table.plate1	neg3	9
823d9eacae36390abe8a635060926fba	asv_table.plate1	202	592
823d9eacae36390abe8a635060926fba	asv_table.plate1	228	410
823d9eacae36390abe8a635060926fba	asv_table.plate1	518	892
823d9eacae36390abe8a635060926fba	asv_table.plate1	529	193
823d9eacae36390abe8a635060926fba	asv_table.plate1	FD200	3293
823d9eacae36390abe8a635060926fba	asv_table.plate1	FD212	578
823d9eacae36390abe8a635060926fba	asv_table.plate1	FD519	1837
823d9eacae36390abe8a635060926fba	asv_table.plate1	FD571	764
823d9eacae36390abe8a635060926fba	asv_table.plate1	neg2	32
823d9eacae36390abe8a635060926fba	asv_table.plate1	neg4	9
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	202	1447
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	228	2517
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	518	2740
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	529	2270
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	560	953
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	FD200	1047
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	FD212	90
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	FD519	609
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	FD560	1499
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	FD571	1711
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	neg1	11
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	neg2	41
f5139b2ff8221b4e06d7f6cac0527b0e	asv_table.plate1	neg3	6
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	202	2450
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	228	795
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	518	117
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	529	2233
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	560	243
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	FD212	3080
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	FD519	67
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	FD560	1287
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	neg1	5
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	neg2	61
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	neg3	86
12c5ab06f88a691e154e3b58b42d21b4	asv_table.plate1	neg4	4
149b15ada534fba29a1d71411eca34fa	asv_table.plate1	560	96
149b15ada534fba29a1d71411eca34fa	asv_table.plate1	FD212	12
149b15ada534fba29a1d71411eca34fa	asv_table.plate1	FD560	138
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	202	800
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	228	7917
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	518	2472
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	560	370
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	FD200	880
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	FD212	193
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	FD519	146
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	FD560	255
705b94f81bb36a4536d0c47e54890590	asv_table.plate1	neg3	4
ffc36e27c82042664a16bcd4d380b286	asv_table.plate1	FD200	76
ffc36e27c82042664a16bcd4d380b286	asv_table.plate1	FD519	32791
7f957859a0ebaa17edbdc09b8331c585	asv_table.plate1	202	439
7f957859a0ebaa17edbdc09b8331c585	asv_table.plate1	228	64
7f957859a0ebaa17edbdc09b8331c585	asv_table.plate1	FD200	733
7f957859a0ebaa17edbdc09b8331c585	asv_table.plate1	FD212	56
7f957859a0ebaa17edbdc09b8331c585	asv_table.plate1	FD571	615
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	202	2324
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	228	143
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	518	1437
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	529	891
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	560	281
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	FD200	6267
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	FD212	233
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	FD519	1898
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	FD560	592
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	FD571	1754
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	neg2	65
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	neg3	2
c9ec9bb4060035d90956e2eadc360a03	asv_table.plate1	neg4	8
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	202	516
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	228	504
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	518	519
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	529	210
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	560	97
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	FD200	412
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	FD212	234
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	FD519	524
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	FD560	48
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	FD571	42
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	neg1	5
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	neg2	5
d23182e8ef6c8ecfa3ccafa68a4d9909	asv_table.plate1	neg4	3
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	202	1809
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	228	155
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	518	1147
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	529	170
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	560	545
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	FD200	2548
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	FD212	249
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	FD519	587
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	FD560	344
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	FD571	341
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	neg1	4
de7c8880eec69c01fb48965717ce4767	asv_table.plate1	neg2	11
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	202	1286
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	228	140
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	529	922
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	FD200	1975
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	FD212	100
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	FD571	2207
8519ce0cff26a935b5203e976c66b84d	asv_table.plate1	neg1	12
bee5e6af6257245c1586300c3691393f	asv_table.plate1	202	1466
bee5e6af6257245c1586300c3691393f	asv_table.plate1	228	4527
bee5e6af6257245c1586300c3691393f	asv_table.plate1	518	1024
bee5e6af6257245c1586300c3691393f	asv_table.plate1	560	431
bee5e6af6257245c1586300c3691393f	asv_table.plate1	FD200	259
bee5e6af6257245c1586300c3691393f	asv_table.plate1	FD212	2773
bee5e6af6257245c1586300c3691393f	asv_table.plate1	FD519	950
bee5e6af6257245c1586300c3691393f	asv_table.plate1	FD560	243
bee5e6af6257245c1586300c3691393f	asv_table.plate1	FD571	67
c2b7dec224c7e83180ebbb6e2d9b0ff5	asv_table.plate1	202	2408
c2b7dec224c7e83180ebbb6e2d9b0ff5	asv_table.plate1	FD200	2076
c2b7dec224c7e83180ebbb6e2d9b0ff5	asv_table.plate1	FD212	12
c2b7dec224c7e83180ebbb6e2d9b0ff5	asv_table.plate1	FD571	590
512fa255a2cf06f60248293decaaf171	asv_table.plate1	202	421
512fa255a2cf06f60248293decaaf171	asv_table.plate1	228	280
512fa255a2cf06f60248293decaaf171	asv_table.plate1	518	132
512fa255a2cf06f60248293decaaf171	asv_table.plate1	529	245
512fa255a2cf06f60248293decaaf171	asv_table.plate1	560	54
512fa255a2cf06f60248293decaaf171	asv_table.plate1	FD200	456
512fa255a2cf06f60248293decaaf171	asv_table.plate1	FD212	1567
512fa255a2cf06f60248293decaaf171	asv_table.plate1	FD519	114
512fa255a2cf06f60248293decaaf171	asv_table.plate1	FD560	1518
512fa255a2cf06f60248293decaaf171	asv_table.plate1	FD571	1138
512fa255a2cf06f60248293decaaf171	asv_table.plate1	neg2	51
512fa255a2cf06f60248293decaaf171	asv_table.plate1	neg3	258
630ffca28d0287010bd4ba0826d9c964	asv_table.plate1	529	6
630ffca28d0287010bd4ba0826d9c964	asv_table.plate1	FD212	203
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	202	955
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	228	473
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	518	227
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	529	243
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	560	91
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	FD200	477
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	FD212	2972
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	FD519	184
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	FD560	2499
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	FD571	567
e4824b0b5514538a5d0bf90db71f271a	asv_table.plate1	neg2	32
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	228	2502
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	518	3673
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	529	66
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	560	321
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	FD212	1702
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	FD519	2875
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	FD560	468
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	neg2	35
64ff2e7a01ddb9dc0deb2e962d56400b	asv_table.plate1	neg4	21
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	202	195
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	228	232
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	518	567
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	529	296
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	560	334
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	FD200	485
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	FD212	619
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	FD519	1105
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	FD560	695
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	FD571	1323
0768ea73ae377bedd62465a6e770d9ef	asv_table.plate1	neg2	40
8d96203fbb5a72a8d54e4934fa0b4573	asv_table.plate1	228	99
8d96203fbb5a72a8d54e4934fa0b4573	asv_table.plate1	518	125
8d96203fbb5a72a8d54e4934fa0b4573	asv_table.plate1	529	1599
8d96203fbb5a72a8d54e4934fa0b4573	asv_table.plate1	FD212	303
8d96203fbb5a72a8d54e4934fa0b4573	asv_table.plate1	FD519	519
