asv	sample	count	relab
033edf3a178eeb45f9cd036f033a8378	201	371	0.007456986653802862
033edf3a178eeb45f9cd036f033a8378	202	40	0.002446782481037436
033edf3a178eeb45f9cd036f033a8378	212	129	0.004968800554656806
033edf3a178eeb45f9cd036f033a8378	213	136	0.008011310084825637
033edf3a178eeb45f9cd036f033a8378	228	93	0.009584664536741214
033edf3a178eeb45f9cd036f033a8378	229	163	0.01179962357029101
033edf3a178eeb45f9cd036f033a8378	528	36	0.002819548872180451
033edf3a178eeb45f9cd036f033a8378	529	33	0.004915102770330653
033edf3a178eeb45f9cd036f033a8378	560	39	0.005282405526208858
033edf3a178eeb45f9cd036f033a8378	566	220	0.012710150788607082
033edf3a178eeb45f9cd036f033a8378	568	157	0.004735476865536587
033edf3a178eeb45f9cd036f033a8378	577	366	0.03304143721224158
033edf3a178eeb45f9cd036f033a8378	FD198	121	0.003895184135977337
033edf3a178eeb45f9cd036f033a8378	FD200	49	0.002826325200438369
033edf3a178eeb45f9cd036f033a8378	FD201	66	0.00432928829124303
033edf3a178eeb45f9cd036f033a8378	FD202	41	0.0016588444732157307
033edf3a178eeb45f9cd036f033a8378	FD212	54	0.004367871875758311
033edf3a178eeb45f9cd036f033a8378	FD213	90	0.0032817969661610266
033edf3a178eeb45f9cd036f033a8378	FD228	34	0.001815657374773043
033edf3a178eeb45f9cd036f033a8378	FD229	180	0.009358914365933552
033edf3a178eeb45f9cd036f033a8378	FD529	20	0.0012860909266285126
033edf3a178eeb45f9cd036f033a8378	FD560	33	0.004136893569010906
033edf3a178eeb45f9cd036f033a8378	FD566	187	0.007334771523828202
033edf3a178eeb45f9cd036f033a8378	FD568	77	0.005813953488372093
033edf3a178eeb45f9cd036f033a8378	FD577	211	0.011126344653026787
0341ef051d77d1744574229251e3010c	FD519	9	2.0156323486596046e-4
0347445b6784e3d32c70126b005ffa6e	FD529	7	4.501318243199794e-4
035ccff4dbad8393b58001fb1d53d571	FD198	32	0.0010301313417460727
037abab79d6e1000afa528d858adfcde	198	18	6.238951856088177e-4
037abab79d6e1000afa528d858adfcde	200	92	0.0028213935230618254
037abab79d6e1000afa528d858adfcde	201	44	8.843865573243286e-4
037abab79d6e1000afa528d858adfcde	202	18	0.001101052116466846
037abab79d6e1000afa528d858adfcde	538	11	9.213501968339057e-4
037abab79d6e1000afa528d858adfcde	566	37	0.0021376162689930095
037abab79d6e1000afa528d858adfcde	568	10	3.0162273028895456e-4
037abab79d6e1000afa528d858adfcde	571	38	0.0013648444795632498
037abab79d6e1000afa528d858adfcde	FD198	44	0.00141643059490085
037abab79d6e1000afa528d858adfcde	FD200	19	0.0010959220164965104
037abab79d6e1000afa528d858adfcde	FD212	3	2.426595486532395e-4
037abab79d6e1000afa528d858adfcde	FD566	23	9.02137674053736e-4
039c9da3a74bdf62cecc85d1e85420be	FD202	5	2.0229810648972327e-4
03a3de90b5fe64b30f5bf76dad0b7c5b	213	3	1.767200754005655e-4
03aad62376bfdf6cefd288dca110317f	566	15	8.666011901323011e-4
043a390dd6e782c0d7479b620fdb3439	200	9	2.760058881256134e-4
046d41e24af35eadc2d53c203703762d	198	56	0.0019410072441163218
046d41e24af35eadc2d53c203703762d	200	104	0.0031894013738959764
046d41e24af35eadc2d53c203703762d	201	159	0.0031958514230583696
046d41e24af35eadc2d53c203703762d	514	98	0.011597633136094675
046d41e24af35eadc2d53c203703762d	529	3	4.4682752457551384e-4
046d41e24af35eadc2d53c203703762d	538	11	9.213501968339057e-4
046d41e24af35eadc2d53c203703762d	541	9	2.610057421263268e-4
046d41e24af35eadc2d53c203703762d	560	9	0.001219016659894352
046d41e24af35eadc2d53c203703762d	568	9	2.7146045726005914e-4
046d41e24af35eadc2d53c203703762d	571	98	0.003519862078873644
046d41e24af35eadc2d53c203703762d	577	3	2.708314525593572e-4
046d41e24af35eadc2d53c203703762d	FD198	62	0.0019958794746330155
046d41e24af35eadc2d53c203703762d	FD202	5	2.0229810648972327e-4
046d41e24af35eadc2d53c203703762d	FD228	6	3.204101249599487e-4
046d41e24af35eadc2d53c203703762d	FD514	259	0.01911298059183824
046d41e24af35eadc2d53c203703762d	FD518	13	9.316992761413316e-4
046d41e24af35eadc2d53c203703762d	FD538	8	6.919218128351496e-4
046d41e24af35eadc2d53c203703762d	FD541	7	2.7375831052014077e-4
046d41e24af35eadc2d53c203703762d	FD560	12	0.001504324934185784
046d41e24af35eadc2d53c203703762d	FD568	4	3.020235578375113e-4
046d41e24af35eadc2d53c203703762d	FD571	72	0.005457439551277193
046d41e24af35eadc2d53c203703762d	FD577	14	7.382408774520143e-4
04838a7e6e8810cff3a804f0f3113212	201	4	8.039877793857533e-5
04838a7e6e8810cff3a804f0f3113212	FD202	4	1.618384851917786e-4
04b62c8d88ce3ffca09bfafa44100763	FD568	4	3.020235578375113e-4
051a02645347683386012c2de40705f2	229	73	0.005284493991602722
051a02645347683386012c2de40705f2	FD229	423	0.021993448759943846
053b329adcb371075c8ddb6e70b75eed	198	268	0.009289106096842397
053b329adcb371075c8ddb6e70b75eed	FD198	105	0.0033801184651043007
05957b2d7b0ee3d844dc19c8fc3e9354	198	349	0.012096634432082077
05957b2d7b0ee3d844dc19c8fc3e9354	200	244	0.007482826300294406
05957b2d7b0ee3d844dc19c8fc3e9354	201	129	0.0025928605885190545
05957b2d7b0ee3d844dc19c8fc3e9354	202	45	0.0027526302911671154
05957b2d7b0ee3d844dc19c8fc3e9354	212	5	1.9258916878514752e-4
05957b2d7b0ee3d844dc19c8fc3e9354	213	8	4.71253534401508e-4
05957b2d7b0ee3d844dc19c8fc3e9354	514	7	8.284023668639054e-4
05957b2d7b0ee3d844dc19c8fc3e9354	528	48	0.0037593984962406013
05957b2d7b0ee3d844dc19c8fc3e9354	568	56	0.0016890872896181456
05957b2d7b0ee3d844dc19c8fc3e9354	577	9	8.124943576780717e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD198	247	0.007951326294102497
05957b2d7b0ee3d844dc19c8fc3e9354	FD200	47	0.0027109649881755784
05957b2d7b0ee3d844dc19c8fc3e9354	FD201	23	0.001508691374221056
05957b2d7b0ee3d844dc19c8fc3e9354	FD202	9	3.6413659168150185e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD212	7	5.662056135242255e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD213	7	2.5525087514585763e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD228	5	2.6700843746662396e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD514	14	0.0010331340860453102
05957b2d7b0ee3d844dc19c8fc3e9354	FD528	128	0.007949816781566362
05957b2d7b0ee3d844dc19c8fc3e9354	FD566	3	1.1767013139831339e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD568	6	4.53035336756267e-4
05957b2d7b0ee3d844dc19c8fc3e9354	FD577	11	5.80046403712297e-4
05e54ea01be383045fa00170864ae929	FD213	12	4.3757292882147026e-4
05e54ea01be383045fa00170864ae929	FD514	19	0.0014021105453472069
064f56cfad846a4062bf1ff5cf3b2a0e	198	104	0.003604727739073169
064f56cfad846a4062bf1ff5cf3b2a0e	200	383	0.01174558390578999
064f56cfad846a4062bf1ff5cf3b2a0e	201	394	0.00791927962694967
064f56cfad846a4062bf1ff5cf3b2a0e	202	216	0.013212625397602153
064f56cfad846a4062bf1ff5cf3b2a0e	212	30	0.0011555350127108851
064f56cfad846a4062bf1ff5cf3b2a0e	228	8	8.244872719777389e-4
064f56cfad846a4062bf1ff5cf3b2a0e	229	30	0.0021717098595627625
064f56cfad846a4062bf1ff5cf3b2a0e	568	329	0.009923387826506605
064f56cfad846a4062bf1ff5cf3b2a0e	571	1162	0.04173550750664464
064f56cfad846a4062bf1ff5cf3b2a0e	FD198	158	0.0050862734998712335
064f56cfad846a4062bf1ff5cf3b2a0e	FD200	179	0.010324738997519756
064f56cfad846a4062bf1ff5cf3b2a0e	FD201	75	0.004919645785503444
064f56cfad846a4062bf1ff5cf3b2a0e	FD202	221	0.008941576306845767
064f56cfad846a4062bf1ff5cf3b2a0e	FD212	13	0.0010515247108307045
064f56cfad846a4062bf1ff5cf3b2a0e	FD213	1	3.646441073512252e-5
064f56cfad846a4062bf1ff5cf3b2a0e	FD228	5	2.6700843746662396e-4
064f56cfad846a4062bf1ff5cf3b2a0e	FD229	91	0.004731451151666407
064f56cfad846a4062bf1ff5cf3b2a0e	FD568	84	0.006342494714587738
064f56cfad846a4062bf1ff5cf3b2a0e	FD571	497	0.03767149245812173
06b87bbd8067bcc5c9f2c19f6ede0682	FD560	13	0.001629685345367933
06cfa60deb2b779c99f664a0d45f66b6	229	10	7.239032865209208e-4
06cfa60deb2b779c99f664a0d45f66b6	514	60	0.007100591715976331
06cfa60deb2b779c99f664a0d45f66b6	529	19	0.002829907655644921
06cfa60deb2b779c99f664a0d45f66b6	571	53	0.0019035988793908484
06cfa60deb2b779c99f664a0d45f66b6	FD229	27	0.0014038371548900327
06cfa60deb2b779c99f664a0d45f66b6	FD518	20	0.0014333835017558947
06cfa60deb2b779c99f664a0d45f66b6	FD519	32	7.166692795234149e-4
06cfa60deb2b779c99f664a0d45f66b6	FD529	44	0.002829400038582728
06cfa60deb2b779c99f664a0d45f66b6	FD541	51	0.0019945248337895974
06cfa60deb2b779c99f664a0d45f66b6	FD566	14	5.491272798587958e-4
06cfa60deb2b779c99f664a0d45f66b6	FD577	42	0.002214722632356043
06d3cb981eb6edd45fae36e91d5ab317	200	3	9.200196270853778e-5
0723561d927ef753b4fe873ea3e12d2d	529	1	1.4894250819183795e-4
0723561d927ef753b4fe873ea3e12d2d	566	1	5.7773412675486743e-5
0723561d927ef753b4fe873ea3e12d2d	571	2	7.183391997701315e-5
0723561d927ef753b4fe873ea3e12d2d	FD529	1	6.430454633142563e-5
07586b283074eb0a5aca2fef20991355	198	104	0.003604727739073169
07586b283074eb0a5aca2fef20991355	200	5	1.5333660451422965e-4
07586b283074eb0a5aca2fef20991355	201	67	0.0013466795304711368
07586b283074eb0a5aca2fef20991355	202	27	0.0016515781747002691
07586b283074eb0a5aca2fef20991355	212	175	0.006740620907480163
07586b283074eb0a5aca2fef20991355	213	162	0.009542884071630538
07586b283074eb0a5aca2fef20991355	518	15	0.002730748225013654
07586b283074eb0a5aca2fef20991355	528	62	0.004855889724310777
07586b283074eb0a5aca2fef20991355	529	46	0.0068513553768245455
07586b283074eb0a5aca2fef20991355	541	183	0.005307116756568644
07586b283074eb0a5aca2fef20991355	571	17	6.105883198046117e-4
07586b283074eb0a5aca2fef20991355	FD198	69	0.002221220705639969
07586b283074eb0a5aca2fef20991355	FD200	8	4.6144084905116225e-4
07586b283074eb0a5aca2fef20991355	FD201	2	1.3119055428009185e-4
07586b283074eb0a5aca2fef20991355	FD212	83	0.006713580846072959
07586b283074eb0a5aca2fef20991355	FD213	218	0.00794924154025671
07586b283074eb0a5aca2fef20991355	FD228	41	0.0021894691872263164
07586b283074eb0a5aca2fef20991355	FD229	4	2.0797587479852336e-4
07586b283074eb0a5aca2fef20991355	FD514	139	0.010257545568592723
07586b283074eb0a5aca2fef20991355	FD518	25	0.0017917293771948686
07586b283074eb0a5aca2fef20991355	FD528	165	0.01024781069498789
07586b283074eb0a5aca2fef20991355	FD529	142	0.00913124557906244
07586b283074eb0a5aca2fef20991355	FD538	157	0.013578965576889812
07586b283074eb0a5aca2fef20991355	FD541	154	0.006022682831443097
07586b283074eb0a5aca2fef20991355	FD560	30	0.00376081233546446
07586b283074eb0a5aca2fef20991355	FD566	14	5.491272798587958e-4
07586b283074eb0a5aca2fef20991355	FD577	16	8.437038599451593e-4
0771a306d6c1f028c84a3596cfbc336e	201	188	0.003778742563113041
0771a306d6c1f028c84a3596cfbc336e	202	16	9.787129924149743e-4
0771a306d6c1f028c84a3596cfbc336e	518	9	0.0016384489350081922
0771a306d6c1f028c84a3596cfbc336e	529	29	0.004319332737563301
0771a306d6c1f028c84a3596cfbc336e	571	136	0.004884706558436894
0771a306d6c1f028c84a3596cfbc336e	FD201	55	0.0036077402427025255
0771a306d6c1f028c84a3596cfbc336e	FD202	9	3.6413659168150185e-4
0771a306d6c1f028c84a3596cfbc336e	FD529	41	0.002636486399588451
0771a306d6c1f028c84a3596cfbc336e	FD568	8	6.040471156750226e-4
0771a306d6c1f028c84a3596cfbc336e	FD571	46	0.003486697491093762
0778e6c69359a25eaa095c52d1f8df12	518	8	0.0014563990533406153
0778e6c69359a25eaa095c52d1f8df12	568	3	9.048681908668638e-5
0778e6c69359a25eaa095c52d1f8df12	FD518	6	4.3001505052676843e-4
078938e94c882277c91be5faed720c12	514	11	0.0013017751479289942
079dbb30625b128271e626b65a3c912f	201	59	0.0011858819745939862
079dbb30625b128271e626b65a3c912f	514	306	0.03621301775147929
079dbb30625b128271e626b65a3c912f	519	95	0.0012852774846443165
079dbb30625b128271e626b65a3c912f	528	239	0.018718671679197996
079dbb30625b128271e626b65a3c912f	538	141	0.011810034341234609
079dbb30625b128271e626b65a3c912f	541	448	0.012992285830288266
079dbb30625b128271e626b65a3c912f	568	31	9.350304638957592e-4
079dbb30625b128271e626b65a3c912f	571	62	0.0022268515192874075
079dbb30625b128271e626b65a3c912f	FD213	54	0.001969078179696616
079dbb30625b128271e626b65a3c912f	FD229	59	0.0030676441532782196
079dbb30625b128271e626b65a3c912f	FD514	462	0.03409342483949524
079dbb30625b128271e626b65a3c912f	FD518	118	0.00845696266035978
079dbb30625b128271e626b65a3c912f	FD528	158	0.009813055089745979
079dbb30625b128271e626b65a3c912f	FD538	49	0.0042380211036152915
079dbb30625b128271e626b65a3c912f	FD541	249	0.009737974188502151
07cc37837b86272ea9b7bfaad49436d5	541	2	5.800127602807262e-5
07d6098878b38771be900a15269acf09	198	40	0.0013864337457973727
07d6098878b38771be900a15269acf09	200	65	0.0019933758586849855
07d6098878b38771be900a15269acf09	201	15	3.014954172696575e-4
07d6098878b38771be900a15269acf09	202	28	0.0017127477367262051
07d6098878b38771be900a15269acf09	212	144	0.005546568061012249
07d6098878b38771be900a15269acf09	228	32	0.0032979490879109555
07d6098878b38771be900a15269acf09	518	41	0.007464045148370653
07d6098878b38771be900a15269acf09	528	99	0.00775375939849624
07d6098878b38771be900a15269acf09	538	28	0.0023452550464863053
07d6098878b38771be900a15269acf09	541	161	0.004669102720259845
07d6098878b38771be900a15269acf09	566	23	0.001328788491536195
07d6098878b38771be900a15269acf09	568	47	0.0014176268323580865
07d6098878b38771be900a15269acf09	571	13	4.6692047985058544e-4
07d6098878b38771be900a15269acf09	FD198	54	0.0017383466391964976
07d6098878b38771be900a15269acf09	FD200	51	0.0029416854127011596
07d6098878b38771be900a15269acf09	FD202	24	9.710309111506716e-4
07d6098878b38771be900a15269acf09	FD212	58	0.004691417940629297
07d6098878b38771be900a15269acf09	FD213	35	0.0012762543757292883
07d6098878b38771be900a15269acf09	FD228	97	0.005179963686852505
07d6098878b38771be900a15269acf09	FD518	157	0.011252060488783773
07d6098878b38771be900a15269acf09	FD519	34	7.614611094936283e-4
07d6098878b38771be900a15269acf09	FD528	150	0.009316191540898081
07d6098878b38771be900a15269acf09	FD538	42	0.0036325895173845357
07d6098878b38771be900a15269acf09	FD541	116	0.004536566288619476
07d6098878b38771be900a15269acf09	FD566	49	0.0019219454795057855
07d6098878b38771be900a15269acf09	FD568	22	0.0016611295681063123
07d6098878b38771be900a15269acf09	FD571	13	9.853710300917152e-4
07d6098878b38771be900a15269acf09	FD577	29	0.0015292132461506012
0881fefdbef746b803b900ba6357aa46	571	9	3.2325263989655914e-4
08920e78836950a1000fdd83e4310c2e	212	15	5.777675063554426e-4
08920e78836950a1000fdd83e4310c2e	518	5	9.102494083378846e-4
08920e78836950a1000fdd83e4310c2e	538	4	3.350364352123293e-4
08920e78836950a1000fdd83e4310c2e	FD514	7	5.165670430226551e-4
089d3383d13a2e8e091b5870208a9008	568	3	9.048681908668638e-5
08ad8c372eafefcdeac216871c856bdc	228	10	0.0010306090899721736
08ad8c372eafefcdeac216871c856bdc	529	3	4.4682752457551384e-4
08ad8c372eafefcdeac216871c856bdc	541	30	8.700191404210892e-4
08ad8c372eafefcdeac216871c856bdc	560	16	0.00216714072870107
08ad8c372eafefcdeac216871c856bdc	FD518	3	2.1500752526338422e-4
08ad8c372eafefcdeac216871c856bdc	FD541	13	5.084082909659757e-4
08ad8c372eafefcdeac216871c856bdc	FD560	13	0.001629685345367933
08be1121ec7e854eeb548a65b06be640	198	1119	0.038785484038681504
08be1121ec7e854eeb548a65b06be640	200	502	0.015394995093228656
08be1121ec7e854eeb548a65b06be640	202	142	0.008686077807682897
08be1121ec7e854eeb548a65b06be640	212	120	0.004622140050843541
08be1121ec7e854eeb548a65b06be640	213	214	0.012606032045240339
08be1121ec7e854eeb548a65b06be640	228	276	0.02844481088323199
08be1121ec7e854eeb548a65b06be640	514	292	0.034556213017751476
08be1121ec7e854eeb548a65b06be640	519	193	0.0026111426793300322
08be1121ec7e854eeb548a65b06be640	528	195	0.015272556390977443
08be1121ec7e854eeb548a65b06be640	529	259	0.038576109621686026
08be1121ec7e854eeb548a65b06be640	538	42	0.003517882569729458
08be1121ec7e854eeb548a65b06be640	541	334	0.009686213096688127
08be1121ec7e854eeb548a65b06be640	568	404	0.012185558303673764
08be1121ec7e854eeb548a65b06be640	577	122	0.011013812404080527
08be1121ec7e854eeb548a65b06be640	FD198	486	0.01564511975276848
08be1121ec7e854eeb548a65b06be640	FD200	157	0.009055776662629059
08be1121ec7e854eeb548a65b06be640	FD202	99	0.00400550250849652
08be1121ec7e854eeb548a65b06be640	FD212	60	0.0048531909730647905
08be1121ec7e854eeb548a65b06be640	FD213	241	0.008787922987164527
08be1121ec7e854eeb548a65b06be640	FD228	172	0.009185090248851864
08be1121ec7e854eeb548a65b06be640	FD514	226	0.016677735960445722
08be1121ec7e854eeb548a65b06be640	FD519	130	0.002911468948063873
08be1121ec7e854eeb548a65b06be640	FD528	158	0.009813055089745979
08be1121ec7e854eeb548a65b06be640	FD529	157	0.010095813774033824
08be1121ec7e854eeb548a65b06be640	FD538	28	0.0024217263449230237
08be1121ec7e854eeb548a65b06be640	FD541	108	0.0042236996480250295
08be1121ec7e854eeb548a65b06be640	FD568	83	0.00626698882512836
08be1121ec7e854eeb548a65b06be640	FD577	83	0.004376713773465514
08dd7321dfd4fb8fe9d76a249ba50c91	213	74	0.0043590951932139495
08dd7321dfd4fb8fe9d76a249ba50c91	FD514	20	0.0014759058372075863
08dd7321dfd4fb8fe9d76a249ba50c91	FD566	112	0.0043930182388703665
08e1ba67b990cc276c0f765f5c0b53f4	FD518	2	1.4333835017558947e-4
08f7e3682411e80b79f930e01226bdf0	198	35	0.001213129527572701
08f7e3682411e80b79f930e01226bdf0	202	4	2.4467824810374357e-4
08f7e3682411e80b79f930e01226bdf0	229	4	2.895613146083683e-4
08f7e3682411e80b79f930e01226bdf0	518	4	7.281995266703076e-4
08f7e3682411e80b79f930e01226bdf0	528	3	2.3496240601503758e-4
08f7e3682411e80b79f930e01226bdf0	529	5	7.447125409591898e-4
08f7e3682411e80b79f930e01226bdf0	541	15	4.350095702105446e-4
08f7e3682411e80b79f930e01226bdf0	566	11	6.355075394303541e-4
08f7e3682411e80b79f930e01226bdf0	577	7	6.319400559718335e-4
08f7e3682411e80b79f930e01226bdf0	FD198	4	1.287664177182591e-4
08f7e3682411e80b79f930e01226bdf0	FD541	2	7.821666014861165e-5
09181e2523910934325e89d2a88550e9	541	117	0.0033930746476422483
09369a49414a2815269d29ebb3f79de1	200	6	1.8400392541707556e-4
095639a88454916d09085796566d880b	518	46	0.008374294556708538
095639a88454916d09085796566d880b	FD518	169	0.012112090589837312
0959c1f2eafce3a2ad726cd6e554d69a	FD529	16	0.00102887274130281
096aef760b58a10091528b587b5f9165	198	6	2.079650618696059e-4
096aef760b58a10091528b587b5f9165	212	6	0.00023110700254217703
096aef760b58a10091528b587b5f9165	213	5	2.945334590009425e-4
096aef760b58a10091528b587b5f9165	518	5	9.102494083378846e-4
096aef760b58a10091528b587b5f9165	528	4	3.132832080200501e-4
096aef760b58a10091528b587b5f9165	529	5	7.447125409591898e-4
096aef760b58a10091528b587b5f9165	541	15	4.350095702105446e-4
096aef760b58a10091528b587b5f9165	566	9	5.199607140793807e-4
096aef760b58a10091528b587b5f9165	FD212	5	4.044325810887325e-4
096aef760b58a10091528b587b5f9165	FD213	17	6.198949824970829e-4
096aef760b58a10091528b587b5f9165	FD514	4	2.9518116744151724e-4
096aef760b58a10091528b587b5f9165	FD528	4	2.484317744239488e-4
096aef760b58a10091528b587b5f9165	FD541	3	1.1732499022291749e-4
096aef760b58a10091528b587b5f9165	FD560	9	0.0011282437006393381
096aef760b58a10091528b587b5f9165	FD566	14	5.491272798587958e-4
098cb688d973fca2662f433c3f8b85a7	560	22	0.0029798185019639712
0a154e7095a37cd1e2e259892c937751	201	3	6.02990834539315e-5
0a154e7095a37cd1e2e259892c937751	FD529	4	2.572181853257025e-4
0aa6767415c3c1d08d147c80b16ec596	FD228	15	8.010253123998718e-4
0b21d021e94d77f419730426b3bf5b57	FD529	3	1.9291363899427689e-4
0b4927da5e2279667197b2bb6649999c	541	70	0.0020300446609825416
0b4927da5e2279667197b2bb6649999c	FD541	34	0.001329683222526398
0b57bf1d34c21d41617693966fa5a519	FD201	5	3.2797638570022957e-4
0b5fdaf0ad4c6b44904b4ba575b7ccf5	200	2	6.133464180569185e-5
0b5fdaf0ad4c6b44904b4ba575b7ccf5	FD518	6	4.3001505052676843e-4
0b5fdaf0ad4c6b44904b4ba575b7ccf5	FD529	3	1.9291363899427689e-4
0b5fdaf0ad4c6b44904b4ba575b7ccf5	FD571	2	1.515955430910331e-4
0b9d2bb170a9299939153a12941f108b	198	31	0.001074486152992964
0b9d2bb170a9299939153a12941f108b	200	50	0.0015333660451422964
0b9d2bb170a9299939153a12941f108b	201	14	2.813957227850137e-4
0b9d2bb170a9299939153a12941f108b	202	17	0.0010398825544409103
0b9d2bb170a9299939153a12941f108b	212	3	1.1555350127108852e-4
0b9d2bb170a9299939153a12941f108b	213	28	0.001649387370405278
0b9d2bb170a9299939153a12941f108b	518	13	0.0023666484616785
0b9d2bb170a9299939153a12941f108b	529	23	0.0034256776884122727
0b9d2bb170a9299939153a12941f108b	560	12	0.0016253555465258025
0b9d2bb170a9299939153a12941f108b	566	5	2.888670633774337e-4
0b9d2bb170a9299939153a12941f108b	568	4	1.2064909211558183e-4
0b9d2bb170a9299939153a12941f108b	571	20	7.183391997701314e-4
0b9d2bb170a9299939153a12941f108b	FD198	16	5.150656708730364e-4
0b9d2bb170a9299939153a12941f108b	FD200	10	5.768010613139528e-4
0b9d2bb170a9299939153a12941f108b	FD202	46	0.0018611425797054539
0b9d2bb170a9299939153a12941f108b	FD212	7	5.662056135242255e-4
